=== player 1: 1 | player 2: 0 | Draws: 0 ===
=== player 1: 465 | player 2: 37 | Draws: 0 ===
=== player 1: 466 | player 2: 37 | Draws: 0 ===
=== player 1: 467 | player 2: 37 | Draws: 0 ===
=== player 1: 468 | player 2: 37 | Draws: 0 ===
=== player 1: 469 | player 2: 37 | Draws: 0 ===
=== player 1: 470 | player 2: 37 | Draws: 0 ===
=== player 1: 471 | player 2: 37 | Draws: 0 ===
=== player 1: 472 | player 2: 37 | Draws: 0 ===
=== player 1: 473 | player 2: 37 | Draws: 0 ===
=== player 1: 474 | player 2: 37 | Draws: 0 ===
=== player 1: 475 | player 2: 37 | Draws: 0 ===
=== player 1: 476 | player 2: 37 | Draws: 0 ===
=== player 1: 477 | player 2: 37 | Draws: 0 ===
=== player 1: 478 | player 2: 37 | Draws: 0 ===
=== player 1: 479 | player 2: 37 | Draws: 0 ===
=== player 1: 480 | player 2: 37 | Draws: 0 ===
=== player 1: 481 | player 2: 37 | Draws: 0 ===
=== player 1: 482 | player 2: 37 | Draws: 0 ===
=== player 1: 483 | player 2: 37 | Draws: 0 ===
=== player 1: 484 | player 2: 37 | Draws: 0 ===
=== player 1: 485 | player 2: 37 | Draws: 0 ===
=== player 1: 486 | player 2: 37 | Draws: 0 ===
=== player 1: 487 | player 2: 37 | Draws: 0 ===
=== player 1: 488 | player 2: 37 | Draws: 0 ===
=== player 1: 489 | player 2: 37 | Draws: 0 ===
=== player 1: 490 | player 2: 37 | Draws: 0 ===
=== player 1: 491 | player 2: 37 | Draws: 0 ===
=== player 1: 492 | player 2: 37 | Draws: 0 ===
=== player 1: 493 | player 2: 37 | Draws: 0 ===
=== player 1: 494 | player 2: 37 | Draws: 0 ===
=== player 1: 495 | player 2: 37 | Draws: 0 ===
=== player 1: 496 | player 2: 37 | Draws: 0 ===
=== player 1: 497 | player 2: 37 | Draws: 0 ===
=== player 1: 498 | player 2: 37 | Draws: 0 ===
=== player 1: 499 | player 2: 37 | Draws: 0 ===
=== player 1: 500 | player 2: 37 | Draws: 0 ===
=== player 1: 501 | player 2: 37 | Draws: 0 ===
=== player 1: 502 | player 2: 37 | Draws: 0 ===
=== player 1: 503 | player 2: 37 | Draws: 0 ===
=== player 1: 504 | player 2: 37 | Draws: 0 ===
=== player 1: 505 | player 2: 37 | Draws: 0 ===
=== player 1: 506 | player 2: 37 | Draws: 0 ===
=== player 1: 507 | player 2: 37 | Draws: 0 ===
=== player 1: 508 | player 2: 37 | Draws: 0 ===
=== player 1: 509 | player 2: 37 | Draws: 0 ===
=== player 1: 510 | player 2: 37 | Draws: 0 ===
=== player 1: 511 | player 2: 37 | Draws: 0 ===
=== player 1: 512 | player 2: 37 | Draws: 0 ===
=== player 1: 513 | player 2: 37 | Draws: 0 ===
=== player 1: 514 | player 2: 37 | Draws: 0 ===
=== player 1: 514 | player 2: 38 | Draws: 0 ===
=== player 1: 515 | player 2: 38 | Draws: 0 ===
=== player 1: 516 | player 2: 38 | Draws: 0 ===
=== player 1: 517 | player 2: 38 | Draws: 0 ===
=== player 1: 518 | player 2: 38 | Draws: 0 ===
=== player 1: 519 | player 2: 38 | Draws: 0 ===
=== player 1: 520 | player 2: 38 | Draws: 0 ===
=== player 1: 521 | player 2: 38 | Draws: 0 ===
=== player 1: 522 | player 2: 38 | Draws: 0 ===
=== player 1: 523 | player 2: 38 | Draws: 0 ===
=== player 1: 524 | player 2: 38 | Draws: 0 ===
=== player 1: 525 | player 2: 38 | Draws: 0 ===
=== player 1: 526 | player 2: 38 | Draws: 0 ===
=== player 1: 527 | player 2: 38 | Draws: 0 ===
=== player 1: 528 | player 2: 38 | Draws: 0 ===
=== player 1: 529 | player 2: 38 | Draws: 0 ===
=== player 1: 530 | player 2: 38 | Draws: 0 ===
=== player 1: 531 | player 2: 38 | Draws: 0 ===
=== player 1: 532 | player 2: 38 | Draws: 0 ===
=== player 1: 533 | player 2: 38 | Draws: 0 ===
=== player 1: 534 | player 2: 38 | Draws: 0 ===
=== player 1: 535 | player 2: 38 | Draws: 0 ===
=== player 1: 536 | player 2: 38 | Draws: 0 ===
=== player 1: 537 | player 2: 38 | Draws: 0 ===
=== player 1: 538 | player 2: 38 | Draws: 0 ===
=== player 1: 539 | player 2: 38 | Draws: 0 ===
=== player 1: 540 | player 2: 38 | Draws: 0 ===
=== player 1: 541 | player 2: 38 | Draws: 0 ===
=== player 1: 542 | player 2: 38 | Draws: 0 ===
=== player 1: 543 | player 2: 38 | Draws: 0 ===
=== player 1: 544 | player 2: 38 | Draws: 0 ===
=== player 1: 545 | player 2: 38 | Draws: 0 ===
=== player 1: 546 | player 2: 38 | Draws: 0 ===
=== player 1: 547 | player 2: 38 | Draws: 0 ===
=== player 1: 548 | player 2: 38 | Draws: 0 ===
=== player 1: 549 | player 2: 38 | Draws: 0 ===
=== player 1: 550 | player 2: 38 | Draws: 0 ===
=== player 1: 551 | player 2: 38 | Draws: 0 ===
=== player 1: 552 | player 2: 38 | Draws: 0 ===
=== player 1: 552 | player 2: 39 | Draws: 0 ===
=== player 1: 553 | player 2: 39 | Draws: 0 ===
=== player 1: 554 | player 2: 39 | Draws: 0 ===
=== player 1: 555 | player 2: 39 | Draws: 0 ===
=== player 1: 556 | player 2: 39 | Draws: 0 ===
=== player 1: 557 | player 2: 39 | Draws: 0 ===
=== player 1: 558 | player 2: 39 | Draws: 0 ===
=== player 1: 559 | player 2: 39 | Draws: 0 ===
=== player 1: 560 | player 2: 39 | Draws: 0 ===
=== player 1: 560 | player 2: 40 | Draws: 0 ===
=== player 1: 561 | player 2: 40 | Draws: 0 ===
=== player 1: 562 | player 2: 40 | Draws: 0 ===
=== player 1: 563 | player 2: 40 | Draws: 0 ===
=== player 1: 564 | player 2: 40 | Draws: 0 ===
=== player 1: 565 | player 2: 40 | Draws: 0 ===
=== player 1: 566 | player 2: 40 | Draws: 0 ===
=== player 1: 567 | player 2: 40 | Draws: 0 ===
=== player 1: 568 | player 2: 40 | Draws: 0 ===
=== player 1: 569 | player 2: 40 | Draws: 0 ===
=== player 1: 570 | player 2: 40 | Draws: 0 ===
=== player 1: 571 | player 2: 40 | Draws: 0 ===
=== player 1: 572 | player 2: 40 | Draws: 0 ===
=== player 1: 573 | player 2: 40 | Draws: 0 ===
=== player 1: 574 | player 2: 40 | Draws: 0 ===
=== player 1: 575 | player 2: 40 | Draws: 0 ===
=== player 1: 576 | player 2: 40 | Draws: 0 ===
=== player 1: 577 | player 2: 40 | Draws: 0 ===
=== player 1: 578 | player 2: 40 | Draws: 0 ===
=== player 1: 579 | player 2: 40 | Draws: 0 ===
=== player 1: 580 | player 2: 40 | Draws: 0 ===
=== player 1: 581 | player 2: 40 | Draws: 0 ===
=== player 1: 582 | player 2: 40 | Draws: 0 ===
=== player 1: 583 | player 2: 40 | Draws: 0 ===
=== player 1: 584 | player 2: 40 | Draws: 0 ===
=== player 1: 585 | player 2: 40 | Draws: 0 ===
=== player 1: 586 | player 2: 40 | Draws: 0 ===
=== player 1: 587 | player 2: 40 | Draws: 0 ===
=== player 1: 588 | player 2: 40 | Draws: 0 ===
=== player 1: 589 | player 2: 40 | Draws: 0 ===
=== player 1: 590 | player 2: 40 | Draws: 0 ===
=== player 1: 591 | player 2: 40 | Draws: 0 ===
=== player 1: 592 | player 2: 40 | Draws: 0 ===
=== player 1: 593 | player 2: 40 | Draws: 0 ===
=== player 1: 594 | player 2: 40 | Draws: 0 ===
=== player 1: 595 | player 2: 40 | Draws: 0 ===
=== player 1: 596 | player 2: 40 | Draws: 0 ===
=== player 1: 597 | player 2: 40 | Draws: 0 ===
=== player 1: 598 | player 2: 40 | Draws: 0 ===
=== player 1: 599 | player 2: 40 | Draws: 0 ===
=== player 1: 599 | player 2: 41 | Draws: 0 ===
=== player 1: 600 | player 2: 41 | Draws: 0 ===
=== player 1: 601 | player 2: 41 | Draws: 0 ===
=== player 1: 602 | player 2: 41 | Draws: 0 ===
=== player 1: 603 | player 2: 41 | Draws: 0 ===
=== player 1: 604 | player 2: 41 | Draws: 0 ===
=== player 1: 605 | player 2: 41 | Draws: 0 ===
=== player 1: 606 | player 2: 41 | Draws: 0 ===
=== player 1: 607 | player 2: 41 | Draws: 0 ===
=== player 1: 608 | player 2: 41 | Draws: 0 ===
=== player 1: 609 | player 2: 41 | Draws: 0 ===
=== player 1: 610 | player 2: 41 | Draws: 0 ===
=== player 1: 611 | player 2: 41 | Draws: 0 ===
=== player 1: 612 | player 2: 41 | Draws: 0 ===
=== player 1: 613 | player 2: 41 | Draws: 0 ===
=== player 1: 614 | player 2: 41 | Draws: 0 ===
=== player 1: 615 | player 2: 41 | Draws: 0 ===
=== player 1: 616 | player 2: 41 | Draws: 0 ===
=== player 1: 617 | player 2: 41 | Draws: 0 ===
=== player 1: 618 | player 2: 41 | Draws: 0 ===
=== player 1: 619 | player 2: 41 | Draws: 0 ===
=== player 1: 620 | player 2: 41 | Draws: 0 ===
=== player 1: 621 | player 2: 41 | Draws: 0 ===
=== player 1: 622 | player 2: 41 | Draws: 0 ===
=== player 1: 623 | player 2: 41 | Draws: 0 ===
=== player 1: 624 | player 2: 41 | Draws: 0 ===
=== player 1: 625 | player 2: 41 | Draws: 0 ===
=== player 1: 626 | player 2: 41 | Draws: 0 ===
=== player 1: 627 | player 2: 41 | Draws: 0 ===
=== player 1: 628 | player 2: 41 | Draws: 0 ===
=== player 1: 629 | player 2: 41 | Draws: 0 ===
=== player 1: 630 | player 2: 41 | Draws: 0 ===
=== player 1: 631 | player 2: 41 | Draws: 0 ===
=== player 1: 632 | player 2: 41 | Draws: 0 ===
=== player 1: 633 | player 2: 41 | Draws: 0 ===
=== player 1: 634 | player 2: 41 | Draws: 0 ===
=== player 1: 635 | player 2: 41 | Draws: 0 ===
=== player 1: 636 | player 2: 41 | Draws: 0 ===
=== player 1: 637 | player 2: 41 | Draws: 0 ===
=== player 1: 638 | player 2: 41 | Draws: 0 ===
=== player 1: 639 | player 2: 41 | Draws: 0 ===
=== player 1: 640 | player 2: 41 | Draws: 0 ===
=== player 1: 641 | player 2: 41 | Draws: 0 ===
=== player 1: 642 | player 2: 41 | Draws: 0 ===
=== player 1: 643 | player 2: 41 | Draws: 0 ===
=== player 1: 644 | player 2: 41 | Draws: 0 ===
=== player 1: 644 | player 2: 42 | Draws: 0 ===
=== player 1: 645 | player 2: 42 | Draws: 0 ===
=== player 1: 646 | player 2: 42 | Draws: 0 ===
=== player 1: 647 | player 2: 42 | Draws: 0 ===
=== player 1: 648 | player 2: 42 | Draws: 0 ===
=== player 1: 649 | player 2: 42 | Draws: 0 ===
=== player 1: 650 | player 2: 42 | Draws: 0 ===
=== player 1: 651 | player 2: 42 | Draws: 0 ===
=== player 1: 651 | player 2: 43 | Draws: 0 ===
=== player 1: 652 | player 2: 43 | Draws: 0 ===
=== player 1: 653 | player 2: 43 | Draws: 0 ===
=== player 1: 654 | player 2: 43 | Draws: 0 ===
=== player 1: 654 | player 2: 44 | Draws: 0 ===
=== player 1: 655 | player 2: 44 | Draws: 0 ===
=== player 1: 656 | player 2: 44 | Draws: 0 ===
=== player 1: 657 | player 2: 44 | Draws: 0 ===
=== player 1: 658 | player 2: 44 | Draws: 0 ===
=== player 1: 659 | player 2: 44 | Draws: 0 ===
=== player 1: 660 | player 2: 44 | Draws: 0 ===
=== player 1: 661 | player 2: 44 | Draws: 0 ===
=== player 1: 662 | player 2: 44 | Draws: 0 ===
=== player 1: 663 | player 2: 44 | Draws: 0 ===
=== player 1: 664 | player 2: 44 | Draws: 0 ===
=== player 1: 665 | player 2: 44 | Draws: 0 ===
=== player 1: 666 | player 2: 44 | Draws: 0 ===
=== player 1: 667 | player 2: 44 | Draws: 0 ===
=== player 1: 668 | player 2: 44 | Draws: 0 ===
=== player 1: 669 | player 2: 44 | Draws: 0 ===
=== player 1: 670 | player 2: 44 | Draws: 0 ===
=== player 1: 671 | player 2: 44 | Draws: 0 ===
=== player 1: 672 | player 2: 44 | Draws: 0 ===
=== player 1: 673 | player 2: 44 | Draws: 0 ===
=== player 1: 674 | player 2: 44 | Draws: 0 ===
=== player 1: 675 | player 2: 44 | Draws: 0 ===
=== player 1: 676 | player 2: 44 | Draws: 0 ===
=== player 1: 677 | player 2: 44 | Draws: 0 ===
=== player 1: 678 | player 2: 44 | Draws: 0 ===
=== player 1: 679 | player 2: 44 | Draws: 0 ===
=== player 1: 680 | player 2: 44 | Draws: 0 ===
=== player 1: 681 | player 2: 44 | Draws: 0 ===
=== player 1: 682 | player 2: 44 | Draws: 0 ===
=== player 1: 683 | player 2: 44 | Draws: 0 ===
=== player 1: 684 | player 2: 44 | Draws: 0 ===
=== player 1: 685 | player 2: 44 | Draws: 0 ===
=== player 1: 686 | player 2: 44 | Draws: 0 ===
=== player 1: 687 | player 2: 44 | Draws: 0 ===
=== player 1: 688 | player 2: 44 | Draws: 0 ===
=== player 1: 689 | player 2: 44 | Draws: 0 ===
=== player 1: 690 | player 2: 44 | Draws: 0 ===
=== player 1: 691 | player 2: 44 | Draws: 0 ===
=== player 1: 692 | player 2: 44 | Draws: 0 ===
=== player 1: 693 | player 2: 44 | Draws: 0 ===
=== player 1: 694 | player 2: 44 | Draws: 0 ===
=== player 1: 695 | player 2: 44 | Draws: 0 ===
=== player 1: 696 | player 2: 44 | Draws: 0 ===
=== player 1: 697 | player 2: 44 | Draws: 0 ===
=== player 1: 698 | player 2: 44 | Draws: 0 ===
=== player 1: 699 | player 2: 44 | Draws: 0 ===
=== player 1: 700 | player 2: 44 | Draws: 0 ===
=== player 1: 701 | player 2: 44 | Draws: 0 ===
=== player 1: 702 | player 2: 44 | Draws: 0 ===
=== player 1: 703 | player 2: 44 | Draws: 0 ===
=== player 1: 704 | player 2: 44 | Draws: 0 ===
=== player 1: 705 | player 2: 44 | Draws: 0 ===
=== player 1: 706 | player 2: 44 | Draws: 0 ===
=== player 1: 707 | player 2: 44 | Draws: 0 ===
=== player 1: 708 | player 2: 44 | Draws: 0 ===
=== player 1: 709 | player 2: 44 | Draws: 0 ===
=== player 1: 709 | player 2: 45 | Draws: 0 ===
=== player 1: 710 | player 2: 45 | Draws: 0 ===
=== player 1: 710 | player 2: 46 | Draws: 0 ===
=== player 1: 711 | player 2: 46 | Draws: 0 ===
=== player 1: 712 | player 2: 46 | Draws: 0 ===
=== player 1: 713 | player 2: 46 | Draws: 0 ===
=== player 1: 714 | player 2: 46 | Draws: 0 ===
=== player 1: 715 | player 2: 46 | Draws: 0 ===
=== player 1: 716 | player 2: 46 | Draws: 0 ===
=== player 1: 717 | player 2: 46 | Draws: 0 ===
=== player 1: 718 | player 2: 46 | Draws: 0 ===
=== player 1: 719 | player 2: 46 | Draws: 0 ===
=== player 1: 720 | player 2: 46 | Draws: 0 ===
=== player 1: 721 | player 2: 46 | Draws: 0 ===
=== player 1: 722 | player 2: 46 | Draws: 0 ===
=== player 1: 723 | player 2: 46 | Draws: 0 ===
=== player 1: 724 | player 2: 46 | Draws: 0 ===
=== player 1: 725 | player 2: 46 | Draws: 0 ===
=== player 1: 725 | player 2: 47 | Draws: 0 ===
=== player 1: 726 | player 2: 47 | Draws: 0 ===
=== player 1: 727 | player 2: 47 | Draws: 0 ===
=== player 1: 728 | player 2: 47 | Draws: 0 ===
=== player 1: 729 | player 2: 47 | Draws: 0 ===
=== player 1: 730 | player 2: 47 | Draws: 0 ===
=== player 1: 731 | player 2: 47 | Draws: 0 ===
=== player 1: 732 | player 2: 47 | Draws: 0 ===
=== player 1: 733 | player 2: 47 | Draws: 0 ===
=== player 1: 734 | player 2: 47 | Draws: 0 ===
=== player 1: 735 | player 2: 47 | Draws: 0 ===
=== player 1: 736 | player 2: 47 | Draws: 0 ===
=== player 1: 737 | player 2: 47 | Draws: 0 ===
=== player 1: 738 | player 2: 47 | Draws: 0 ===
=== player 1: 738 | player 2: 48 | Draws: 0 ===
=== player 1: 739 | player 2: 48 | Draws: 0 ===
=== player 1: 740 | player 2: 48 | Draws: 0 ===
=== player 1: 741 | player 2: 48 | Draws: 0 ===
=== player 1: 742 | player 2: 48 | Draws: 0 ===
=== player 1: 743 | player 2: 48 | Draws: 0 ===
=== player 1: 744 | player 2: 48 | Draws: 0 ===
=== player 1: 745 | player 2: 48 | Draws: 0 ===
=== player 1: 746 | player 2: 48 | Draws: 0 ===
=== player 1: 747 | player 2: 48 | Draws: 0 ===
=== player 1: 748 | player 2: 48 | Draws: 0 ===
=== player 1: 749 | player 2: 48 | Draws: 0 ===
=== player 1: 750 | player 2: 48 | Draws: 0 ===
=== player 1: 751 | player 2: 48 | Draws: 0 ===
=== player 1: 752 | player 2: 48 | Draws: 0 ===
=== player 1: 753 | player 2: 48 | Draws: 0 ===
=== player 1: 754 | player 2: 48 | Draws: 0 ===
=== player 1: 755 | player 2: 48 | Draws: 0 ===
=== player 1: 756 | player 2: 48 | Draws: 0 ===
=== player 1: 757 | player 2: 48 | Draws: 0 ===
=== player 1: 757 | player 2: 49 | Draws: 0 ===
=== player 1: 758 | player 2: 49 | Draws: 0 ===
=== player 1: 759 | player 2: 49 | Draws: 0 ===
=== player 1: 760 | player 2: 49 | Draws: 0 ===
=== player 1: 761 | player 2: 49 | Draws: 0 ===
=== player 1: 762 | player 2: 49 | Draws: 0 ===
=== player 1: 763 | player 2: 49 | Draws: 0 ===
=== player 1: 764 | player 2: 49 | Draws: 0 ===
=== player 1: 765 | player 2: 49 | Draws: 0 ===
=== player 1: 766 | player 2: 49 | Draws: 0 ===
=== player 1: 767 | player 2: 49 | Draws: 0 ===
=== player 1: 768 | player 2: 49 | Draws: 0 ===
=== player 1: 769 | player 2: 49 | Draws: 0 ===
=== player 1: 770 | player 2: 49 | Draws: 0 ===
=== player 1: 771 | player 2: 49 | Draws: 0 ===
=== player 1: 772 | player 2: 49 | Draws: 0 ===
=== player 1: 773 | player 2: 49 | Draws: 0 ===
=== player 1: 774 | player 2: 49 | Draws: 0 ===
=== player 1: 775 | player 2: 49 | Draws: 0 ===
=== player 1: 776 | player 2: 49 | Draws: 0 ===
=== player 1: 777 | player 2: 49 | Draws: 0 ===
=== player 1: 778 | player 2: 49 | Draws: 0 ===
=== player 1: 779 | player 2: 49 | Draws: 0 ===
=== player 1: 780 | player 2: 49 | Draws: 0 ===
=== player 1: 781 | player 2: 49 | Draws: 0 ===
=== player 1: 782 | player 2: 49 | Draws: 0 ===
=== player 1: 783 | player 2: 49 | Draws: 0 ===
=== player 1: 784 | player 2: 49 | Draws: 0 ===
=== player 1: 785 | player 2: 49 | Draws: 0 ===
=== player 1: 786 | player 2: 49 | Draws: 0 ===
=== player 1: 787 | player 2: 49 | Draws: 0 ===
=== player 1: 788 | player 2: 49 | Draws: 0 ===
=== player 1: 789 | player 2: 49 | Draws: 0 ===
=== player 1: 790 | player 2: 49 | Draws: 0 ===
=== player 1: 791 | player 2: 49 | Draws: 0 ===
=== player 1: 792 | player 2: 49 | Draws: 0 ===
=== player 1: 793 | player 2: 49 | Draws: 0 ===
=== player 1: 793 | player 2: 50 | Draws: 0 ===
=== player 1: 794 | player 2: 50 | Draws: 0 ===
=== player 1: 795 | player 2: 50 | Draws: 0 ===
=== player 1: 796 | player 2: 50 | Draws: 0 ===
=== player 1: 797 | player 2: 50 | Draws: 0 ===
=== player 1: 798 | player 2: 50 | Draws: 0 ===
=== player 1: 799 | player 2: 50 | Draws: 0 ===
=== player 1: 800 | player 2: 50 | Draws: 0 ===
=== player 1: 801 | player 2: 50 | Draws: 0 ===
=== player 1: 802 | player 2: 50 | Draws: 0 ===
=== player 1: 803 | player 2: 50 | Draws: 0 ===
=== player 1: 804 | player 2: 50 | Draws: 0 ===
=== player 1: 805 | player 2: 50 | Draws: 0 ===
=== player 1: 806 | player 2: 50 | Draws: 0 ===
=== player 1: 807 | player 2: 50 | Draws: 0 ===
=== player 1: 808 | player 2: 50 | Draws: 0 ===
=== player 1: 809 | player 2: 50 | Draws: 0 ===
=== player 1: 810 | player 2: 50 | Draws: 0 ===
=== player 1: 811 | player 2: 50 | Draws: 0 ===
=== player 1: 812 | player 2: 50 | Draws: 0 ===
=== player 1: 813 | player 2: 50 | Draws: 0 ===
=== player 1: 814 | player 2: 50 | Draws: 0 ===
=== player 1: 815 | player 2: 50 | Draws: 0 ===
=== player 1: 816 | player 2: 50 | Draws: 0 ===
=== player 1: 817 | player 2: 50 | Draws: 0 ===
=== player 1: 818 | player 2: 50 | Draws: 0 ===
=== player 1: 819 | player 2: 50 | Draws: 0 ===
=== player 1: 820 | player 2: 50 | Draws: 0 ===
=== player 1: 821 | player 2: 50 | Draws: 0 ===
=== player 1: 822 | player 2: 50 | Draws: 0 ===
=== player 1: 823 | player 2: 50 | Draws: 0 ===
=== player 1: 824 | player 2: 50 | Draws: 0 ===
=== player 1: 825 | player 2: 50 | Draws: 0 ===
=== player 1: 826 | player 2: 50 | Draws: 0 ===
=== player 1: 827 | player 2: 50 | Draws: 0 ===
=== player 1: 828 | player 2: 50 | Draws: 0 ===
=== player 1: 829 | player 2: 50 | Draws: 0 ===
=== player 1: 829 | player 2: 51 | Draws: 0 ===
=== player 1: 830 | player 2: 51 | Draws: 0 ===
=== player 1: 831 | player 2: 51 | Draws: 0 ===
=== player 1: 832 | player 2: 51 | Draws: 0 ===
=== player 1: 833 | player 2: 51 | Draws: 0 ===
=== player 1: 834 | player 2: 51 | Draws: 0 ===
=== player 1: 835 | player 2: 51 | Draws: 0 ===
=== player 1: 836 | player 2: 51 | Draws: 0 ===
=== player 1: 837 | player 2: 51 | Draws: 0 ===
=== player 1: 838 | player 2: 51 | Draws: 0 ===
=== player 1: 839 | player 2: 51 | Draws: 0 ===
=== player 1: 840 | player 2: 51 | Draws: 0 ===
=== player 1: 841 | player 2: 51 | Draws: 0 ===
=== player 1: 842 | player 2: 51 | Draws: 0 ===
=== player 1: 843 | player 2: 51 | Draws: 0 ===
=== player 1: 844 | player 2: 51 | Draws: 0 ===
=== player 1: 845 | player 2: 51 | Draws: 0 ===
=== player 1: 846 | player 2: 51 | Draws: 0 ===
=== player 1: 847 | player 2: 51 | Draws: 0 ===
=== player 1: 848 | player 2: 51 | Draws: 0 ===
=== player 1: 849 | player 2: 51 | Draws: 0 ===
=== player 1: 850 | player 2: 51 | Draws: 0 ===
=== player 1: 851 | player 2: 51 | Draws: 0 ===
=== player 1: 852 | player 2: 51 | Draws: 0 ===
=== player 1: 853 | player 2: 51 | Draws: 0 ===
=== player 1: 854 | player 2: 51 | Draws: 0 ===
=== player 1: 855 | player 2: 51 | Draws: 0 ===
=== player 1: 856 | player 2: 51 | Draws: 0 ===
=== player 1: 857 | player 2: 51 | Draws: 0 ===
=== player 1: 858 | player 2: 51 | Draws: 0 ===
=== player 1: 859 | player 2: 51 | Draws: 0 ===
=== player 1: 860 | player 2: 51 | Draws: 0 ===
=== player 1: 861 | player 2: 51 | Draws: 0 ===
=== player 1: 862 | player 2: 51 | Draws: 0 ===
=== player 1: 863 | player 2: 51 | Draws: 0 ===
=== player 1: 864 | player 2: 51 | Draws: 0 ===
=== player 1: 865 | player 2: 51 | Draws: 0 ===
=== player 1: 866 | player 2: 51 | Draws: 0 ===
=== player 1: 867 | player 2: 51 | Draws: 0 ===
=== player 1: 868 | player 2: 51 | Draws: 0 ===
=== player 1: 869 | player 2: 51 | Draws: 0 ===
=== player 1: 870 | player 2: 51 | Draws: 0 ===
=== player 1: 871 | player 2: 51 | Draws: 0 ===
=== player 1: 872 | player 2: 51 | Draws: 0 ===
=== player 1: 873 | player 2: 51 | Draws: 0 ===
=== player 1: 874 | player 2: 51 | Draws: 0 ===
=== player 1: 875 | player 2: 51 | Draws: 0 ===
=== player 1: 876 | player 2: 51 | Draws: 0 ===
=== player 1: 877 | player 2: 51 | Draws: 0 ===
=== player 1: 878 | player 2: 51 | Draws: 0 ===
=== player 1: 879 | player 2: 51 | Draws: 0 ===
=== player 1: 880 | player 2: 51 | Draws: 0 ===
=== player 1: 881 | player 2: 51 | Draws: 0 ===
=== player 1: 882 | player 2: 51 | Draws: 0 ===
=== player 1: 883 | player 2: 51 | Draws: 0 ===
=== player 1: 884 | player 2: 51 | Draws: 0 ===
=== player 1: 885 | player 2: 51 | Draws: 0 ===
=== player 1: 886 | player 2: 51 | Draws: 0 ===
=== player 1: 887 | player 2: 51 | Draws: 0 ===
=== player 1: 888 | player 2: 51 | Draws: 0 ===
=== player 1: 889 | player 2: 51 | Draws: 0 ===
=== player 1: 890 | player 2: 51 | Draws: 0 ===
=== player 1: 890 | player 2: 52 | Draws: 0 ===
=== player 1: 891 | player 2: 52 | Draws: 0 ===
=== player 1: 892 | player 2: 52 | Draws: 0 ===
